InteractionNumber,ElapsedTime,SplitTime,missCount
-0.2975642,0.02409543,0.09751689,323.493,329.1713,355.6931
-0.237039,0.02066301,0.1172859,326.2039,5.437443,348.3684
-0.1872266,0.01548415,0.1121498,329.6814,32.9645,347.1245
-0.1514639,0.01253232,0.09468292,332.7867,53.86466,346.8378
-0.1403285,0.01111655,0.08279692,333.5923,61.83344,347.8143
-0.1226945,-0.002103089,0.0528563,341.1418,78.25703,349.7028
-0.1153392,-0.022213,0.02764009,353.1512,91.61243,350.8194
-0.1124267,-0.0365109,0.01080043,2.385315,100.4912,352.1031
-0.1071911,-0.05871864,-0.008760581,11.91056,107.6669,352.3879
-0.1018438,-0.0800361,-0.02452567,20.97693,112.3484,354.0772
-0.0848764,-0.1085465,-0.05566922,30.17056,123.1195,358.7261
-0.06479607,-0.1175851,-0.08544652,32.00161,133.4522,2.745666
-0.05745517,-0.1149696,-0.09780915,30.95505,138.408,4.173882
-0.05483748,-0.1062237,-0.1022935,26.9257,140.8735,3.790021
-0.05745202,-0.08437602,-0.09817829,19.69283,141.1298,0.8890739
-0.06869303,-0.09232618,-0.09227815,25.61834,140.1827,359.3665
-0.08136919,-0.08289652,-0.1012648,22.02262,145.0372,0.5091806
-0.09232926,-0.06126174,-0.1087914,12.87276,148.3749,358.0925
-0.1024728,-0.04567075,-0.1127153,5.111212,152.3764,355.8867
-0.1142827,-0.02382711,-0.1151015,353.4923,156.6617,354.1682
-0.1132011,-0.01236511,-0.1155076,346.0148,157.2992,354.3172
-0.1041756,-0.003126348,-0.1083772,340.6711,152.6984,355.555
-0.09219501,0.0007899553,-0.09762646,338.4781,142.4698,357.5118
-0.07292262,-0.01025017,-0.0746003,347.9997,118.9888,2.713921
-0.06092285,-0.03468885,-0.04834962,4.504886,100.0978,4.820771
-0.05992595,-0.05446558,-0.02676476,14.80204,90.98936,6.022175
-0.06141575,-0.05744065,-0.01096067,15.50729,85.49126,6.033105
-0.07448246,-0.06514466,0.02936447,19.61866,69.96486,5.233603
-0.09238967,-0.0670558,0.05485639,21.39323,59.03439,4.714505
